,book_name,reader,review_rate,review_title,purchase_status,review_body,review_voting,review_country,review_date
182, Tao Te Ching (Illustrated Journey) ,Swing King,5.0,Fresh perspective on this widely translated ancient text,1,"          Stephen Mitchell, editor of Dropping Ashes on the Buddha by Zen master Seung Sahn, delivers us a magnificently illustrated and lyrically fluid rendition of Lao Tzu's famous work. You know, this book has been translated so many times, that it's nearly impossible for us non scholars to prove or confirm which one is true or absolute. The approach I have taken with The Tao Te Ching has always been a task of comparing one translation to another, seeing both what they share in common together and where there is a disparity. I am partial to The Richard Wilhelm Edition, while second on my list is this one. Mitchell has taken the liberty of alternating back and forth ""he"" with the word ""she"" throughout this work in order to convey the original meaning of Master. For, in the Chinese language, no such distinction is made. Mitchell points out that since each one of us is essentially the ""Master"", there is no need to cling to some kind of male prototype. It's his translation, and he is free to do what he will with it. The shattering of dualism found throughout The Tao Te Ching, to myself, makes it clear this switch is wholly in the spirit of Tao.Mitchell attributes his Zen training as being the primary reason he feels he relates to those ancient Chinese Taoist masters. After all, Zen is merely the literal result of Indian Vipassana meditation and Chinese Taoism intermingling. Stephen also used existent translations already established in a wide range of languages: English, French, and German. Now I probably wouldn't recommend this as the first translation of The Tao Te Ching for a ""beginner"" to read, but I'm by no means against the idea, either. It's not like it's injurious,  and the prose is quite correct. I find this work in the same spirit as mostly all of the other versions I have read to date, with only slight variations. Needless to say, I really enjoyed this book immensely. I think you'll walk away with something, too.  ",8,United States ,2004-02-27
183, Tao Te Ching (Illustrated Journey) ,Grady Harp,5.0,As Visually  Beautiful a Journey as Spiritual,1,"          Lao Tzu's Tao Te Ching (The Book of the Way)  has long been referenced by those who seek to understand the Eastern philosophy of the harmony of the universe.  In simple, eloquent verse this collection of poems (though there are those who would object to the 'poem' label) the secrets to shedding the self with its attendant judgment, desire, and critique provide the guide for finding oneness with the cosmos.Steven Mitchell is the translator of these ancient texts and his sensitivity to the poetic flow of the concepts and instructions enhance this version of the TAO TE CHING.  And as if that weren't sufficient reason to make this your access to these ageless meditations, this book is an 'illustrated version', tastefully combined with old Chinese drawings and paintings that allow the eye to roam while digesting the moments of beauty of the words.This book becomes a constant companion for those who look to make sense of the world and its chaos.  If ever there were the perfect gift for the friends in your life, this elegant little book is surely one of the best.  Grady Harp, March 05.  ",13,United States ,2005-03-24
184, Tao Te Ching (Illustrated Journey) ,Dr. H. A. Jones,4.0,The ancient Chinese mystical text,1,"          Tao Te Ching by Lao Tzu, translated by Stephen Mitchell, Frances Lincoln, London, 1999.This is one of a number of translations now available of the Chinese mystical text written or assembled by the school of Lao Tzu around the 5th or 6th century BCE. I have read and reviewed a number of translations of this text. They all have something worthwhile to say. Which version resonates with a reader depends primarily on the accuracy and spiritual insight of the translator and secondly, but importantly, on the publisher's flair for producing a book that is inspiring to read and handle with beautiful illustrations.  This version is gloriously illustrated on every double-page spread with sepia-tone Chinese paintings chosen by Asian art expert Dr Stephen Little, and the text is a version that I find inspiring. This is one of the versions I would recommend for anyone who wishes to undertake the spiritual journey that lies at the root of Taoism.As I have said in my other reviews of this text, which version appeals to you as reader will differ from one to another. The message of the main eastern mystical philosophies is essentially the same: to accept what life has to offer; to look always for the best in any person and life situation, even those that present difficulties, challenges and unhappiness in the short term; to take time out from our pressured life-styles for quiet reflection and meditation; to be always aware that there is an overriding spirituality that interacts with us in every moment of our being, a spirituality that we enhance or undermine by our thoughts and actions. This is the overall message of the Tao.A certain degree of interpretation is inevitable in any translation, but for readers seeking a more expansive text than just a straightforward translation of the Tao and one that you might find relates more directly to everyday life in the west, there are commendable interpretations by Byron Katie and by Wayne Dyer available. Personally, I prefer the straight translation that I can meditate on and interpret in a way most relevant to my own life. There are also other direct translations by Chad Hansen, by Richard Wilhelm and H.G. Ostwald, by John C.H. Wu and, my favourite, by Ralph Alan Dale.  ",0,United States ,2012-09-01
185, Tao Te Ching (Illustrated Journey) ,Daniel,5.0,Gorgeous poetry regardless of your faith,1,"          If every philosophy or religion had a book like this, it would be much easier to appreciate and perhaps even enjoy the diversity of belief among humankind. Mitchell captures the simplicity and straightforwardness of the text, and what we get is a incredibly beautiful book of verse. Some scriptures and cornerstone philosophy texts try to argue their way into your head; the Tao, especially as translated by Mitchell and coupled with stunning artwork, effortlessly works to seduce its way into the core of your being.When you put the book down, you may disagree with many components of the Tao's underlying philosphy. But during the short time you live between the book's covers, it is a joy to enter the rhythmic flow of the Tao and put skepticism on hold.  ",12,United States ,2005-08-25
186, Tao Te Ching (Illustrated Journey) ,Andrew Beaulac,4.0,Definitely the Prettiest Tao Te Ching,1,"          I have come to have a fondness and deep appreciation for Mitchell's work and choices of subjects. I bought this translation because of high praise for it hidden in one of Jim Harrison's poems. This version is, perhaps, the most readable of all I have encountered. Many people find it inspiring and that must be why it is such an acclaimed translation.  Having dealt with a dozen or so translations and the texts behind them, I do note that Mitchell takes some liberties. His is a very idiomatic translation, which often reads better than word-for-word literalness, the latter often proving too wooden to be enjoyable or clear. And Mitchell might even omit a few phrases or add one here or there. But the spirit is all Lao Tzu. Also, the volume is full of the most exquisite ancient Chinese illustrations, making it the most beautiful of any of my Tao Te Chings.  ",49,United States ,2005-07-24
187, Tao Te Ching (Illustrated Journey) ,John Camillieri (jdc@prodigy.net),5.0,An existance affirming book anyone can read in an half-hour.,1,"          Caution: This review is on the text only as I have not seen the pictures.I read this book every day. Lao Tzu's Tao Te Ching ,(along and in harmony with all the worlds great religious and philosophical texts and  teachings) is one of the most truthful,practical and important manuals on  existance ever written. I have read 7 tranlations and Mitchell's is the  most accesible and beautiful I have ever found. While maintaining its  intrinsic poetic grace, Stephen Mitchell allows the wisdom of one of human  civilizations greates teachers to permeate your being in a gentle non  ridgid way. The book is totally aproachable and its lessons about life and  the true nature of reality are a miracle.Mitchells translation , in a  wonderfully simple and sage like style, illuminates the challenging aspects  of the human condition while simutaneously explaining how to remain  blissfully centered, in the moment and at peace. The martial artist's eye  of the huricane. Lao Tzu's insights on the true workings of the universe  have never been conveyed in a clearer or more digestible way than in  Stephen Mitchells translation.  Its power to display the omnipresent  current that affects (and is) all life and existance is a marvel of  writing. I read it in traffic, I read it in line at the bank, I read it for  pleasure, I read it to acknowledge reality, I read it before and after  practicing Tai-Chi.Put into practice  the wisdom conveyed by Mitchell  will transform your life. You will go through life burning all your fuel  while simutaneously relaxing as you become lovingly enveloped in existance.  A natural outgrowth of practicing the wisdom in this book is to become more  humble, loving, peaceful, self compassionate, forgiving,strong, flexible,  virile and supple.Along with certain books from the Bible I would want  this book if ever imprisoned. Along the same lines if I ever won the  lottery and found myself surrounded by nude supermodels I would want this  book. This book has made me realize that life, regardless of circumstances  may not always be pleasurable but the moments of displeasure are as valid,  important and life-affirming as the moments of ecstasy. By allowing your  consciousness to transcend your senses desire can't touch you. Without  desire your heart opens up.  ",27,United States ,1999-08-21
188, Tao Te Ching (Illustrated Journey) ,Pat Neff,5.0,The gift of Tao!,1,"          Purchased this as a gift for my cousin, she loved it!!  ",0,United States ,2021-05-11
189, Tao Te Ching (Illustrated Journey) ,Citris1,4.0,I like this book,1,          I like this book. The writing is inspiring and the illustrations are nice. I take one star off because the way some of the text is translated. In one place it refers to the manufacture of trucks and the creation of warheads which seems a bit too modern in this context.  ,0,United States ,2015-06-10
190, Tao Te Ching (Illustrated Journey) ,SWW,1.0,This E-Book is NOT the translation of Stephen Mitchell. ...,1,"          This E-Book is NOT the translation of Stephen Mitchell... Where can I find his translation of ""Tao Te Ching"" in digital format?  ",1,United States ,2018-07-30
191, Tao Te Ching (Illustrated Journey) ,jwgarvey,5.0,Images as lovely as the text,1,"          Absolutely my favorite version of the Tao Te Ching.  I love Stephen Mitchell's translation, and the artwork only adds to the peaceful and inspiring nature of Lao Tzu's words.  I try to start and end each day with a verse or two of this volume.  I always learn something new, and I always feel better for having spent a few moments with such timeless wisdom and beauty.  The hand that points at the moon may not be the moon, but this book is an excellent companion for the journey.  ",1,United States ,2012-08-27
192, Tao Te Ching (Illustrated Journey) ,J. Fishman,5.0,Best translation I've read,1,"          The Tao is a manual for life. Not a religion mind you, but a philosophy. As you read the Tao you will realize that you already knew the truths spoken of but overlooked them because they were so obvious. A must read for our age. By the way, it's not lite reading. Read only a few passages at a time and then reflect on them. This is one of the few books you can read over and over and still get something ne out of it. Also, I've read many versions of the Tao Te Ching. Many were not translated in to real world terms. Others were....well.... Dumbed down! Of all of these translation this version is by far the best. Real world language while allowing you to draw your own conclusions.Enjoy!  ",17,United States ,2001-11-23
193, Tao Te Ching (Illustrated Journey) ,David R. Spackman,5.0,The illustrations are gorgeous and I love how the gender pronoun switches often,1,          This translation has a very modern interpretatation which is valuable in conjunction with other translations. It's also a wonderfull translation to begin with or to introduce someone to taoism. The illustrations are gorgeous and I love how the gender pronoun switches often.  ,0,United States ,2017-01-17
194, Tao Te Ching (Illustrated Journey) ,Osiel G,5.0,N8ce little book,1,          Nice little book  ,0,United States ,2019-07-23
195, Tao Te Ching (Illustrated Journey) ,Christopher Weed,5.0,Astounding. Beautiful. Unparalleled.,1,"          I browsed and scanned countless translations of this book.  I already had Mitchell's in mind because I had read his Bhagavad Gita and his Rilke and found it to be amazing.  But all other translations seemed to fall short.  This is by far the best translation of the Tao Te Ching out there.  It is eloquent and beautiful, and simply and subtle.  The poetry of the words is matched well with the unbelievable beauty of the accompanying art.  Buy this book.  Now.  This is the most valuable thing one can read.  If they taught this in high schools the world would be a better place.  ",12,United States ,2004-05-03
196, Tao Te Ching (Illustrated Journey) ,Nathan Taube,1.0,Poor translation,1,          I only had to read a few lines to know this was not a good translation of it. Immediately returned it.  ,0,United States ,2019-02-04
197, Tao Te Ching (Illustrated Journey) ,Vicky Ogle Reinhart,5.0,beautiful words and paintings,1,"          a quiet book to be pondered,a book to open your mind and heart to find inner peace, ultimately world peace.  ",0,United States ,2014-06-22
198, Tao Te Ching (Illustrated Journey) ,f siak,5.0,Insightful,1,"          Beautiful, bought a few to give away:)  ",0,United States ,2015-11-09
199, Tao Te Ching (Illustrated Journey) ,David S. Roberts,4.0,Great interpretation,1,"          This  is a great interpretation of the Tao; beautifully written, and relevant to today's language. However, many of the metaphors used bare some explanation. Different editions of this text by the same author (pocket version, hard back and soft back) all have a commentary included in the back that I found quite helpful. This one does not for some reason.  ",5,United States ,2001-09-19
200, Tao Te Ching (Illustrated Journey) ,Ramons,5.0,Five Stars,1,          Thank you  ,0,United States ,2015-04-29
201, Tao Te Ching (Illustrated Journey) ,Ross,3.0,Where are Mitchell's notes?,1,"          This edition lacks something which would seem to be an essential and integral part of this rendition of Lao Tzu: Stephen Mitchell's brilliant, informative notes. The illustrations are lovely but poor consolation and no excuse for hacking apart a masterpiece.  ",0,United States ,2013-02-28
202, Tao Te Ching (Illustrated Journey) ,M. Bien Etre,2.0,An interpretation rather than a translation,1,"          Stephen Mitchell does not obviously speak Chinese and this fact does not help for a translation of the Tao te king!Indeed, about each chapter of this book either lack sentences or misunderstand the true meaning of the Master of taoism.It may be nice to read or look at but i can not keep wondering how american people can fall so easily for such a fraud! We in France have much more serious versions for those who wishes to enter the mystery of Tao... None is perfect but none lack as much as Mitchell's.Best regards,M. Bien-Être  ",4,United States ,2012-06-28
203, Tao Te Ching (Illustrated Journey) ,Amazon Customer,2.0,Two Stars,1,          Not a very good translation.  Uninspired.  ,0,United States ,2016-04-19
204, Tao Te Ching (Illustrated Journey) ,CK,1.0,Poor,1,"          I did not care for this interpretation of the Tao Te Ching. I found it to be lacking when comparing it with other better interpretations. I love reading the Tao and do enjoy reading other people's thoughts upon the meanings behind the verses. However, I did not care for book at all.  ",4,United States ,2012-12-27
205, Tao Te Ching (Illustrated Journey) ,rosalin perez,3.0,Nice,1,"          This book is the classic Tao Te King, literally, but in a very nice edition.No need to speak about what the Tao is but if you want to have it in a nice edition this is a good option.The typical chinese drawings and images are in total consonancy with the text.I have it in my personal library and is always a nice reading companion. Not super-luxe edition but a quite good one for the price.  ",1,United States ,2012-03-08
206, Tao Te Ching (Illustrated Journey) ,bashar rizk,5.0,Five Stars,1,          I have read no better translation of this manuscript.  ,0,United States ,2016-09-25
207, Tao Te Ching (Illustrated Journey) ,BG,5.0,SO Helpful!,1,"          Easy to read and to understand,i.e., get some of the meanings of The Chinese Book of Wisdom.  First time I have understood it in many years.  B.G.  ",1,United States ,2011-02-10
208, Tao Te Ching (Illustrated Journey) ,Carol Gaus,5.0,A very calming read,1,"          The philosophy in this translation is great for ""getting your head on straight"" or just to relax and revel in the beauty of life.  ",1,United States ,2009-07-30
209, Tao Te Ching (Illustrated Journey) ,rcr,1.0,A fabrication,1,"          In his preface and notes which form a part of this book, Mitchell:(1) makes clear his belief that Lao-tzu is a historical person, rather than mythical figure, (2) asserts that the Tao Te Ching (""TTC"") is the work of a single author, Lao-tzu, and (3) states that his ""most essential preparation"" for writing his version of the TTC was a 14 year study of Zen Buddhism, ""which brought me face to face with Lao-tzu and his true disciples, the early Chinese Zen masters.""  As to assertions 1 and 2, for the past 40 years, experts in Taoism (I will define ""experts in Taoism"" as professors in Taoist studies, literate-unlike Mitchell--in classical Chinese, teaching at US, Asian or European universities, who have published books on Taoism) have unanimously agreed that there is a total absence of documentary evidence for the existence of Lao-tzu, and that the TTC is definitely not the work of one author. And the overwhelming majority of experts on Taoism are in agreement that Taoism and Zen Buddhism are NOT identical or substantially identical religions or philosophies.  In a review of Mitchell's TTC in the 10/26/89 issue of ""The Nation,"" the reviewer David Hinton observed "" by my rough estimation, in the course of translating the (TTC)...(approximately 985 lines) Mitchell has rewritten about 150 lines so radically that they bear virtually no relation to the original, has ELIMINATED about 250 lines, and about 170 lines HAVE BEEN INVENTED OUT OF THIN AIR (emphasis added)...Sometimes the inventions replace lines Mitchell has deleted, sometimes they are simply added to what was already there. In either case they correspond to nothing whatsoever in the text...I suppose Mitchell's crowning moment comes in Chapter 50, where lines of his own invention are crowned with commentary by Zen master San Seung.""  For his translations of the works of classical Chinese poets, Hinton subsequently received the top two US poetry translation awards-- the Landon Award and the PEN Award. Stephen Mitchell has not received and will not receive either of these two awards--professional translators, unlike the other Amazon reviewers of this book, understand and reject what Mitchell does, which is fabrication--or more bluntly, the creation of falsehoods.  If Mitchell has produced and passed off on book buyers a work which , contrary to its title, bears little resemblance to the received text, he does reveal truths about his own character. One need only read the TTC lines he has deleted from his version. In Chapter 8, for example, Mitchell deletes the following 3 lines:""In giving, the good thing is being like Heaven/In speaking the good thing is sincerity/In affairs the good thing is ability.""  ",32,United States ,2009-05-10
210, Tao Te Ching (Illustrated Journey) ,Kindle Customer,5.0,There Is Only One,1,          This is not what I believe. But it is exactly like what I believe. How could I believe anything else?  ,0,United States ,2020-04-10
211, Tao Te Ching (Illustrated Journey) ,nobody,0,,1,"          This is a review for the Stephen Mitchell translation.I was confused at first to go to the Stephen Mitchell translation and see reviewers state it was too academic or had words in parentheses. What has happened is that Amazon, once again, has mashed multiple translations, some are over 100 years old and not very good.If you want my advice and you are just starting out get the Stephen Mitchell translation and read the introduction. The Tao Te Ching doesn't just contain one or two nuggets of wisdom, it is an entire system of thought. How to centre your life in the Dao and what that looks like. To me Mitchell himself is master of this way. I'm not saying he has it all figured out or he understands Loa Tsu perfectly, but he puts things so simply that it's hard not to understand the spirit behind the teachings.Mitchell also authored The Second Book of the Dao, which is a selection from the writings of Zhuangzi. It will help further illuminate the Tao Te Ching and shows just how surprisingly joyful and funny the ancient Daoists were.Perhaps after that you could go in for one of the more modern academic translation like Derek Lin's work, which translates the text literally but poetically and has copious notes throughout. Lin also has a YT channel where he teaches on the Tao Te Ching in depth (two-hour talks on a portion of one chapter!)Please don't give up on the Tao Te Ching because of a poor translation or because it seems difficult to understand. It is by digging that you find the gold. :)  ",38,United Kingdom ,2020-01-06
212, Tao Te Ching (Illustrated Journey) ,Paul,0,,1,"          This translation is being portrayed on Amazon as the paperback version of the hardback, illustrated version, only it's not. It's not illustrated, and the translation is, in my opinion  inferior. I pointed this out in my feedback and messaged the supplier - but no one has got back to me. On Amazon you can look inside the hardback version but not this version which in fairness is little more than a pamphlet. Still, in adherence with the teachings I'm attempting to go with the flow.  ",9,United Kingdom ,2019-09-20
213, Tao Te Ching (Illustrated Journey) ,George Norris,0,,1,"          The kindle edition by legge is inferior to the Amazon Mitchell translation advertised.I am almost bilingual, so I read dao de jing in the original chinese, but I wanted the English alongside to confirm my understanding. The legge version that this downloads (despite linking from the excellent Mitchell translation) is woefully inferior. Amazon needs to sort this out as it’s a completely different product.  ",1,United Kingdom ,2021-09-21
214, Tao Te Ching (Illustrated Journey) ,Daniel Davinci,0,,1,"          Very nice, classic hardback book.  Well presented verse with interesting and intricate Eastern illustrations.  A simple book which can leave you pondering on a few lines and one you'll probably find yourself going back to.  The content is simple enough for the Layman yet will simultaneously satisfy an esoteric audience.  ",1,United Kingdom ,2021-03-23
215, Tao Te Ching (Illustrated Journey) ,Edwin Page,0,,1,"          This is my second favourite book ever written. The wisdom within it concerns life and the best way to live it. It can bring about a calm, contented and insightful way of living, one beyond the trappings of materialistic society. If you want to live in tune with your true wider self, then this book is a great companion for you, and the simplistic beauty of the illustrations compliments the words perfectly. True wisdom beyond the bounds of religious dogma, the Tao Te Ching is a must read for anyone who looks for understanding and inner peace.  ",18,United Kingdom ,2014-02-08
216, Tao Te Ching (Illustrated Journey) ,Amazon Customer,0,,1,"          This translation (and the whole book) is amazing. It's not just another word-to-word translation. It's intuitive, but the interpreter had been trained himself, so he understands The Essence of the book. That's just what I was looking for. Thank you!  ",7,United Kingdom ,2017-11-05
217, Tao Te Ching (Illustrated Journey) ,jb,0,,1,          Lovely images to accompany the deeply moving and inspirational text  ,3,United Kingdom ,2019-07-17
218, Tao Te Ching (Illustrated Journey) ,JulesV,0,,1,          The illustrations are delightful and  compliment the text. A wonderful reading and meditative experience. This book would make a lovely gift too.  ,0,United Kingdom ,2021-03-24
219, Tao Te Ching (Illustrated Journey) ,Jotter,0,,1,          Back Drop to meditation sessions.  Love it.  ,2,United Kingdom ,2018-07-25
220, Tao Te Ching (Illustrated Journey) ,Toni,0,,1,          My favourite translation in beautiful clothes.  ,0,United Kingdom ,2021-03-06
221, Tao Te Ching (Illustrated Journey) ,Amazon Customer,0,,1,          Really good read. Glad I bought it. Worth every penny.  ,0,United Kingdom ,2019-03-13
222, Tao Te Ching (Illustrated Journey) ,Paddy,0,,1,          excellent  ,0,United Kingdom ,2020-01-31
223, Tao Te Ching (Illustrated Journey) ,Big bob joy love,0,,1,"          It’s ok, but contradicts the sh..out of living. People get tangled in this maze of contradicting garbage which leads no were. Yawn.....  ",0,United Kingdom ,2018-07-04
224, Tao Te Ching (Illustrated Journey) ,Snow,0,,1,"          deep, complex, simple - beautiful contemplations for living, practical living right here and now - beautiful and essential, etherial and vital.  ",0,United Kingdom ,2017-12-07
225, Tao Te Ching (Illustrated Journey) ,Alan Fleming,0,,1,          I will buy similar books because I am happy with the book.  ,1,United Kingdom ,2019-08-11
226, Tao Te Ching (Illustrated Journey) ,AC,0,,1,          Excellent.  ,0,United Kingdom ,2020-03-30
227, Tao Te Ching (Illustrated Journey) ,Amazon Customer,0,,1,          Stephen Mitchell did an excellent job at this translation. Very well written and with beautiful illustrations.  ,0,United Kingdom ,2018-04-19
228, Tao Te Ching (Illustrated Journey) ,Amazon Customer,0,,1,          Great book  ,0,United Kingdom ,2018-10-20
229, Tao Te Ching (Illustrated Journey) ,Jose Leal,0,,1,          Great book  ,0,United Kingdom ,2019-06-30
230, Tao Te Ching (Illustrated Journey) ,JohnF,0,,1,          The translation is much more up to date the some others however it may have lost its interpretation of the original textThe illustrations are a nice touch and highlight how small man is in relation to the worldWorthwhile reading as long as you don't take the mean to be accurate read other translations and if you can find one with the chinese charaters and do som self translation  ,1,United Kingdom ,2013-09-20
231, Tao Te Ching (Illustrated Journey) ,A. Abrahams,0,,1,          Excellent hard copy version of the Tao Te Ching with great illustrations.Highly recommend it.  ,0,United Kingdom ,2017-04-24
232, Tao Te Ching (Illustrated Journey) ,Nathan,0,,1,"          Stunning book, the visuals are amazing.  ",0,United Kingdom ,2019-08-31
233, Tao Te Ching (Illustrated Journey) ,Nawid Jamaly,0,,1,          This is true wisdom!  ,0,United Kingdom ,2019-11-21
234, Tao Te Ching (Illustrated Journey) ,Amazon Customer,0,,1,"          Very lovely book, nicely bound, pleasant to handle etc.I like the way it has been interpreted into English, although I know not everyone is happy with it.  Full of profound truths.  ",0,United Kingdom ,2013-10-26
235, Tao Te Ching (Illustrated Journey) ,Shyama Singh Rathore,0,,1,          Love the illustrations and of course the profound philosophy it holds  ,0,United Kingdom ,2019-09-29
236, Tao Te Ching (Illustrated Journey) ,Peter A. Clark,0,,1,"          Superbly packaged, swift response to order, top quality item. Great value for money. Absolutely delighted with this book, which is for my daughter. Thank you.  ",0,United Kingdom ,2013-11-11
237, Tao Te Ching (Illustrated Journey) ,Lfl,0,,1,          This translation is wonderful...one of the best I have found and a real treasure with beautiful artwork...  I would give none better in my experience..  ,1,United Kingdom ,2014-08-07
238, Tao Te Ching (Illustrated Journey) ,Gabriel,0,,1,          Great translation and beautiful book!  ,0,United Kingdom ,2020-02-25
239, Tao Te Ching (Illustrated Journey) ,Rachael Hemsley,0,,1,"          This book is not a religion, it is a way of life that will give you peace and tranquillity in your life. We buy this regularly and give it to people who need that peace. Learn how to be, how to live and how not to judge.  ",0,United Kingdom ,2014-01-08
240, Tao Te Ching (Illustrated Journey) ,Robert,0,,1,          Excellent book.  ,0,United Kingdom ,2016-01-07
241, Tao Te Ching (Illustrated Journey) ,netnet,0,,1,          was dispatched quickly and efficiently and good value for money.  It was found to be very informative and a good insite.  ,0,United Kingdom ,2013-03-05
242, Tao Te Ching (Illustrated Journey) ,rachel williams,0,,1,"          Product as described, speedy delivery, very pleased overall.  ",0,United Kingdom ,2014-06-09
243, Tao Te Ching (Illustrated Journey) ,coldwarkid,0,,1,          I have several versions. I've bought this one twice  ,0,United Kingdom ,2015-06-03
244, Tao Te Ching (Illustrated Journey) ,masterwoodcutter,0,,1,          Excellent  ,0,United Kingdom ,2015-05-30
245, Tao Te Ching (Illustrated Journey) ,Margaret Rosher,0,,1,          A  beautifully illustrated version. Just to open this book puts you in a peaceful meditative place.  ,0,United Kingdom ,2016-01-09
246, Tao Te Ching (Illustrated Journey) ,H. Strong,0,,1,"          I bought this copy for my brother, I came across it many years ago and have lived by it ever since.  ",0,United Kingdom ,2012-12-24
247, Tao Te Ching (Illustrated Journey) ,+Yeh+,0,,1,          This is not just a beautiful book but a way to live better.  ,0,United Kingdom ,2017-05-15
248, Tao Te Ching (Illustrated Journey) ,Rebecca Fone,0,,1,"          Fantastic book, full of wisdom and common sense.  ",0,United Kingdom ,2014-07-26
249, Tao Te Ching (Illustrated Journey) ,Amazon Customer,0,,1,          Love this book and translation!  ,0,United Kingdom ,2016-05-08
250, Tao Te Ching (Illustrated Journey) ,Dan Culverhouse,0,,1,"          This was a gift, and the illustrated version is a great inspirational present. For those looking to find their way, it's a great guide.  ",0,United Kingdom ,2013-05-21
251, Tao Te Ching (Illustrated Journey) ,Dr. H. A. Jones,0,,1,"          Tao Te Ching by Lao Tzu, translated by Stephen Mitchell, Frances Lincoln, London, 1999.This is one of a number of translations now available of the Chinese mystical text written or assembled by the school of Lao Tzu around the 5th or 6th century BCE. I have read and reviewed a number of translations of this text. They all have something worthwhile to say. Which version resonates with a reader depends primarily on the accuracy and spiritual insight of the translator and secondly, but importantly, on the publisher's flair for producing a book that is inspiring to read and handle with beautiful illustrations.  This version is gloriously illustrated on every double-page spread with sepia-tone Chinese paintings chosen by Asian art expert Dr Stephen Little, and the text is a version that I find inspiring. This is one of the versions I would recommend for anyone who wishes to undertake the spiritual journey that lies at the root of Taoism - but there are many others.As I have said in my other reviews of this text, which version appeals to you as reader will differ from one to another. The message of the main eastern mystical philosophies is essentially the same: to accept what life has to offer; to look always for the best in any person and life situation, even those that present difficulties, challenges and unhappiness in the short term; to take time out from our pressured life-styles for quiet reflection and meditation; to be always aware that there is an overriding spirituality that interacts with us in every moment of our being, a spirituality that we enhance or undermine by our thoughts and actions. This is the overall message of the Tao.A certain degree of interpretation is inevitable in any translation, but for readers seeking a more expansive text than just a straightforward translation of the Tao and one that you might find relates more directly to everyday life in the west, there are commendable interpretations by Byron Katie and by Wayne Dyer available. Personally, I prefer the straight translation that I can meditate on and interpret in a way most relevant to my own life. There are also other direct translations by Chad Hansen, by Richard Wilhelm and H.G. Ostwald, by John C.H. Wu and, my favourite, by Ralph Alan Dale.  ",3,United Kingdom ,2012-08-31
252, Tao Te Ching (Illustrated Journey) ,Cliente de Amazon,0,,1,"        Excelente edición, muy bonitas las ilustraciones, Stephen Mitchell es de los que más me recomendaron por la buena traducción que tiene. En general la calidad del libro esta muy bien. El contenido ufff, definitivamente algo que se tiene que leer para la vida, recomiendo leerlo despacio y realmente absorber cada frase, si se puede leer de nuevo en cuanto sea posible, se entiende algo diferente cada vez. MUY RECOMENDABLE!    ",0,Mexico ,2017-11-30
253, Tao Te Ching (Illustrated Journey) ,Daydreamer,0,,1,          Amazing book with beautiful illustrations. The content of the Tao Te Ching is the truest I've ever read. Can't recommend it enough.  ,0,Germany ,2019-10-10
254, Tao Te Ching (Illustrated Journey) ,Amazon Customer,0,,1,          This is one of my favorite versions of Tao Te Ching.  Love the art work.  ,0,Canada ,2020-01-07
255, Tao Te Ching (Illustrated Journey) ,Kate,0,,1,"          I didn't like this translation. It was overly Westernized which I should have guessed from the self-congratulating introduction, and some of the principles of Taoism had been blatantly re-written.  ",7,Canada ,2016-04-24
256, Tao Te Ching (Illustrated Journey) ,JoseTomas,0,,1,        Magnífica traducción e ilustraciones. Encuadernación y maquetado impresionantes.Un hermoso libro para leer estos días después de la Pascua. Un buen regalo para cualquier amig@.    ,2,Spain ,2017-04-17
257, Tao Te Ching (Illustrated Journey) ,Gema Sánchez,0,,1,        Este libro es el secreto de la vida    ,0,Spain ,2019-09-11
258, Tao Te Ching (Illustrated Journey) ,Atrium3,0,,1,"          Short translation, no Chinese reference text.  ",0,Canada ,2018-10-31
259, Tao Te Ching (Illustrated Journey) ,Jay,0,,1,"          It just is!  Truly a simple and clear way to express the non expressible.  Something that religions have not been able to express, and have used and abused for their own agenda!  A glimpse in the unknowable!  ",1,Canada ,2013-06-29
260, Tao Te Ching (Illustrated Journey) ,K. Campbell,0,,1,"          This book has become a treasure to me - I read a page from it everyday, and look at the beautiful illustrations.  The translation is modern, but thoroughly appropriate, and the wording is wonderful.  The artwork harmonises with the words in a lovely way.  I have bought 2 copies of this book for my best friends, as well as one for myself!  ",11,United Kingdom ,2009-11-10
261, Tao Te Ching (Illustrated Journey) ,Jamil Jacek Haidari,0,,1,"          Very deep and easy to read book.  Written in poetry style, to capture the essence of the teachings.  Very short but deep book.  You can read in an hour or two or you can read each page and contemplate it before continuing.  I recommend both.  ",2,Canada ,2013-05-09
262, Tao Te Ching (Illustrated Journey) ,Patrick Miller,0,,1,          Beautiful book about how to live.  ,0,Canada ,2019-02-14
263, Tao Te Ching (Illustrated Journey) ,Andrew,0,,1,          Good translation. Nice illustrations  ,0,Canada ,2019-05-25
264, Tao Te Ching (Illustrated Journey) ,Dan Mackle,0,,1,"          Very clear commentary,  but some modern metaphors seem rather carelessly substituted, making it lose some continuity with the original  ",0,Canada ,2015-10-28
265, Tao Te Ching (Illustrated Journey) ,Luisa,0,,1,"          the quality is pretty cheap, it looks badly printed but fair enough, the price is also super cheap!  ",0,Germany ,2019-06-29
266, Tao Te Ching (Illustrated Journey) ,Gilles Fortin,0,,1,          Great  ,0,Canada ,2017-10-02
267, Tao Te Ching (Illustrated Journey) ,Amazon Customer,0,,1,          Beautiful illustrations  ,0,Canada ,2019-01-15
